Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,-0.204,,-21,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-9.9539e+00,-0.4,-0.408,-4.2,-4.4
-9.9462e+00,-0.4,-0.392,-4.2,-4
-9.9386e+00,-0.4,-0.416,-4.2,-4.4
-9.9309e+00,-0.4,-0.392,-4.2,-4
-9.9232e+00,-0.4,-0.416,-4.2,-4.4
-9.9155e+00,-0.4,-0.392,-4.2,-4
-9.9078e+00,-0.4,-0.416,-4.2,-4.4
-9.9002e+00,-0.4,-0.392,-4.2,-4
-9.8925e+00,-0.4,-0.416,-4.2,-4.4
-9.8848e+00,-0.4,-0.392,-4.2,-4
-9.8771e+00,-0.4,-0.416,-4.2,-4.4
-9.8694e+00,-0.4,-0.392,-4.2,-4
-9.8618e+00,-0.4,-0.416,-4.2,-4.4
-9.8541e+00,-0.4,-0.392,-4.2,-4
-9.8464e+00,-0.4,-0.416,-4.2,-4.4
-9.8387e+00,-0.408,-0.392,-4.2,-4
-9.8310e+00,-0.408,-0.416,-4.2,-4.4
-9.8233e+00,-0.408,-0.392,-4.2,-4
-9.8157e+00,-0.408,-0.416,-4.2,-4.6
-9.8080e+00,-0.408,-0.392,-4.2,-4
-9.8003e+00,-0.408,-0.416,-4.2,-4.6
-9.7926e+00,-0.408,-0.392,-4.4,-4
-9.7849e+00,-0.408,-0.416,-4.4,-4.6
-9.7773e+00,-0.408,-0.392,-4.4,-4
-9.7696e+00,-0.408,-0.416,-4.4,-4.6
-9.7619e+00,-0.408,-0.392,-4.4,-4
-9.7542e+00,-0.408,-0.416,-4.4,-4.6
-9.7465e+00,-0.408,-0.4,-4.4,-4
-9.7389e+00,-0.408,-0.416,-4.4,-4.6
-9.7312e+00,-0.408,-0.392,-4.4,-4.2
-9.7235e+00,-0.408,-0.424,-4.4,-4.6
-9.7158e+00,-0.408,-0.4,-4.4,-4.2
-9.7081e+00,-0.408,-0.424,-4.4,-4.6
-9.7005e+00,-0.408,-0.392,-4.4,-4.2
-9.6928e+00,-0.408,-0.424,-4.4,-4.6
-9.6851e+00,-0.408,-0.4,-4.4,-4.2
-9.6774e+00,-0.408,-0.424,-4.4,-4.6
-9.6697e+00,-0.408,-0.4,-4.4,-4.2
-9.6621e+00,-0.408,-0.424,-4.4,-4.6
-9.6544e+00,-0.408,-0.4,-4.4,-4.2
-9.6467e+00,-0.408,-0.424,-4.4,-4.6
-9.6390e+00,-0.408,-0.4,-4.4,-4.2
-9.6313e+00,-0.408,-0.424,-4.4,-4.6
-9.6237e+00,-0.408,-0.4,-4.4,-4.2
-9.6160e+00,-0.408,-0.424,-4.4,-4.6
-9.6083e+00,-0.416,-0.4,-4.4,-4.2
-9.6006e+00,-0.416,-0.424,-4.4,-4.6
-9.5929e+00,-0.416,-0.4,-4.4,-4.2
-9.5853e+00,-0.416,-0.424,-4.4,-4.8
-9.5776e+00,-0.416,-0.4,-4.4,-4.2
-9.5699e+00,-0.416,-0.432,-4.4,-4.8
-9.5622e+00,-0.416,-0.4,-4.6,-4.2
-9.5545e+00,-0.416,-0.424,-4.6,-4.8
-9.5469e+00,-0.416,-0.4,-4.6,-4.2
-9.5392e+00,-0.416,-0.424,-4.6,-4.8
-9.5315e+00,-0.416,-0.4,-4.6,-4.4
-9.5238e+00,-0.416,-0.424,-4.6,-4.8
-9.5161e+00,-0.416,-0.408,-4.6,-4.4
-9.5084e+00,-0.416,-0.424,-4.6,-4.8
-9.5008e+00,-0.416,-0.408,-4.6,-4.4
-9.4931e+00,-0.416,-0.424,-4.6,-4.8
-9.4854e+00,-0.416,-0.408,-4.6,-4.4
-9.4777e+00,-0.416,-0.424,-4.6,-4.8
-9.4700e+00,-0.416,-0.4,-4.6,-4.4
-9.4624e+00,-0.416,-0.424,-4.6,-4.8
-9.4547e+00,-0.416,-0.408,-4.6,-4.4
-9.4470e+00,-0.416,-0.424,-4.6,-4.8
-9.4393e+00,-0.416,-0.408,-4.6,-4.4
-9.4316e+00,-0.416,-0.432,-4.6,-4.8
-9.4240e+00,-0.416,-0.4,-4.6,-4.4
-9.4163e+00,-0.416,-0.432,-4.6,-5
-9.4086e+00,-0.416,-0.408,-4.6,-4.4
-9.4009e+00,-0.416,-0.432,-4.6,-5
-9.3932e+00,-0.416,-0.408,-4.6,-4.4
-9.3856e+00,-0.416,-0.432,-4.6,-5
-9.3779e+00,-0.416,-0.408,-4.8,-4.4
-9.3702e+00,-0.416,-0.432,-4.8,-5
-9.3625e+00,-0.416,-0.408,-4.8,-4.4
-9.3548e+00,-0.424,-0.432,-4.8,-5
-9.3472e+00,-0.424,-0.408,-4.8,-4.4
-9.3395e+00,-0.424,-0.432,-4.8,-5
-9.3318e+00,-0.424,-0.408,-4.8,-4.4
-9.3241e+00,-0.424,-0.432,-4.8,-5
-9.3164e+00,-0.424,-0.408,-4.8,-4.6
-9.3088e+00,-0.424,-0.432,-4.8,-5
-9.3011e+00,-0.424,-0.408,-4.8,-4.4
-9.2934e+00,-0.424,-0.432,-4.8,-5
-9.2857e+00,-0.424,-0.416,-4.8,-4.6
-9.2780e+00,-0.424,-0.432,-4.8,-5
-9.2704e+00,-0.424,-0.408,-4.8,-4.6
-9.2627e+00,-0.424,-0.432,-4.8,-5
-9.2550e+00,-0.424,-0.408,-4.8,-4.6
-9.2473e+00,-0.424,-0.44,-4.8,-5
-9.2396e+00,-0.424,-0.416,-4.8,-4.6
-9.2320e+00,-0.424,-0.432,-4.8,-5
-9.2243e+00,-0.424,-0.408,-4.8,-4.6
-9.2166e+00,-0.424,-0.432,-4.8,-5.2
-9.2089e+00,-0.424,-0.416,-4.8,-4.6
-9.2012e+00,-0.424,-0.432,-4.8,-5.2
-9.1935e+00,-0.424,-0.416,-4.8,-4.6
-9.1859e+00,-0.424,-0.432,-4.8,-5.2
-9.1782e+00,-0.424,-0.416,-4.8,-4.6
-9.1705e+00,-0.424,-0.44,-5,-5.2
-9.1628e+00,-0.424,-0.416,-5,-4.6
-9.1551e+00,-0.424,-0.44,-5,-5.2
-9.1475e+00,-0.424,-0.416,-5,-4.6
-9.1398e+00,-0.424,-0.44,-5,-5.2
-9.1321e+00,-0.424,-0.416,-5,-4.6
-9.1244e+00,-0.424,-0.44,-5,-5.2
-9.1167e+00,-0.424,-0.416,-5,-4.8
-9.1091e+00,-0.424,-0.44,-5,-5.2
-9.1014e+00,-0.432,-0.416,-5,-4.8
-9.0937e+00,-0.432,-0.44,-5,-5.2
-9.0860e+00,-0.432,-0.416,-5,-4.8
-9.0783e+00,-0.432,-0.448,-5,-5.2
-9.0707e+00,-0.432,-0.416,-5,-4.8
-9.0630e+00,-0.432,-0.44,-5,-5.2
-9.0553e+00,-0.432,-0.416,-5,-4.8
-9.0476e+00,-0.432,-0.44,-5,-5.2
-9.0399e+00,-0.432,-0.424,-5,-4.8
-9.0323e+00,-0.432,-0.44,-5,-5.2
-9.0246e+00,-0.432,-0.416,-5,-4.8
-9.0169e+00,-0.432,-0.44,-5,-5.2
-9.0092e+00,-0.432,-0.424,-5,-4.8
-9.0015e+00,-0.432,-0.44,-5,-5.4
-8.9939e+00,-0.432,-0.424,-5,-4.8
-8.9862e+00,-0.432,-0.44,-5,-5.4
-8.9785e+00,-0.432,-0.424,-5.2,-4.8
-8.9708e+00,-0.432,-0.44,-5.2,-5.4
-8.9631e+00,-0.432,-0.424,-5.2,-4.8
-8.9555e+00,-0.432,-0.44,-5.2,-5.4
-8.9478e+00,-0.432,-0.424,-5.2,-4.8
-8.9401e+00,-0.432,-0.448,-5.2,-5.4
-8.9324e+00,-0.432,-0.416,-5.2,-4.8
-8.9247e+00,-0.432,-0.448,-5.2,-5.4
-8.9171e+00,-0.432,-0.424,-5.2,-5
-8.9094e+00,-0.432,-0.448,-5.2,-5.4
-8.9017e+00,-0.432,-0.424,-5.2,-5
-8.8940e+00,-0.432,-0.448,-5.2,-5.4
-8.8863e+00,-0.432,-0.424,-5.2,-5
-8.8786e+00,-0.432,-0.448,-5.2,-5.4
-8.8710e+00,-0.432,-0.424,-5.2,-5
-8.8633e+00,-0.432,-0.448,-5.2,-5.4
-8.8556e+00,-0.432,-0.424,-5.2,-5
-8.8479e+00,-0.432,-0.448,-5.2,-5.4
-8.8402e+00,-0.432,-0.424,-5.2,-5
-8.8326e+00,-0.44,-0.448,-5.2,-5.4
-8.8249e+00,-0.44,-0.424,-5.2,-5
-8.8172e+00,-0.44,-0.448,-5.2,-5.6
-8.8095e+00,-0.44,-0.424,-5.2,-5
-8.8018e+00,-0.44,-0.448,-5.2,-5.6
-8.7942e+00,-0.44,-0.424,-5.2,-5
-8.7865e+00,-0.44,-0.448,-5.2,-5.6
-8.7788e+00,-0.44,-0.424,-5.2,-5
-8.7711e+00,-0.44,-0.456,-5.2,-5.6
-8.7634e+00,-0.44,-0.424,-5.2,-5
-8.7558e+00,-0.44,-0.448,-5.4,-5.6
-8.7481e+00,-0.44,-0.424,-5.4,-5
-8.7404e+00,-0.44,-0.448,-5.4,-5.6
-8.7327e+00,-0.44,-0.424,-5.4,-5.2
-8.7250e+00,-0.44,-0.448,-5.4,-5.6
-8.7174e+00,-0.44,-0.432,-5.4,-5.2
-8.7097e+00,-0.44,-0.448,-5.4,-5.6
-8.7020e+00,-0.44,-0.432,-5.4,-5.2
-8.6943e+00,-0.44,-0.456,-5.4,-5.6
-8.6866e+00,-0.44,-0.432,-5.4,-5.2
-8.6790e+00,-0.44,-0.448,-5.4,-5.6
-8.6713e+00,-0.44,-0.432,-5.4,-5.2
-8.6636e+00,-0.44,-0.448,-5.4,-5.6
-8.6559e+00,-0.44,-0.432,-5.4,-5.2
-8.6482e+00,-0.44,-0.456,-5.4,-5.6
-8.6406e+00,-0.44,-0.432,-5.4,-5.2
-8.6329e+00,-0.44,-0.456,-5.4,-5.6
-8.6252e+00,-0.44,-0.424,-5.4,-5.2
-8.6175e+00,-0.44,-0.456,-5.4,-5.6
-8.6098e+00,-0.44,-0.432,-5.4,-5.2
-8.6022e+00,-0.44,-0.456,-5.4,-5.8
-8.5945e+00,-0.44,-0.432,-5.4,-5.2
-8.5868e+00,-0.448,-0.456,-5.4,-5.8
-8.5791e+00,-0.448,-0.432,-5.6,-5.2
-8.5714e+00,-0.448,-0.456,-5.6,-5.8
-8.5637e+00,-0.448,-0.432,-5.6,-5.2
-8.5561e+00,-0.448,-0.456,-5.6,-5.8
-8.5484e+00,-0.448,-0.432,-5.6,-5.2
-8.5407e+00,-0.448,-0.456,-5.6,-5.8
-8.5330e+00,-0.448,-0.432,-5.6,-5.2
-8.5253e+00,-0.448,-0.456,-5.6,-5.8
-8.5177e+00,-0.448,-0.432,-5.6,-5.4
-8.5100e+00,-0.448,-0.456,-5.6,-5.8
-8.5023e+00,-0.448,-0.432,-5.6,-5.4
-8.4946e+00,-0.448,-0.456,-5.6,-5.8
-8.4869e+00,-0.448,-0.44,-5.6,-5.4
-8.4793e+00,-0.448,-0.456,-5.6,-5.8
-8.4716e+00,-0.448,-0.44,-5.6,-5.4
-8.4639e+00,-0.448,-0.456,-5.6,-5.8
-8.4562e+00,-0.448,-0.432,-5.6,-5.4
-8.4485e+00,-0.448,-0.464,-5.6,-5.8
-8.4409e+00,-0.448,-0.44,-5.6,-5.4
-8.4332e+00,-0.448,-0.456,-5.6,-5.8
-8.4255e+00,-0.448,-0.432,-5.6,-5.4
-8.4178e+00,-0.448,-0.464,-5.6,-6
-8.4101e+00,-0.448,-0.44,-5.6,-5.4
-8.4025e+00,-0.448,-0.456,-5.6,-6
-8.3948e+00,-0.448,-0.44,-5.6,-5.4
-8.3871e+00,-0.448,-0.464,-5.6,-6
-8.3794e+00,-0.448,-0.44,-5.6,-5.4
-8.3717e+00,-0.448,-0.464,-5.6,-6
-8.3641e+00,-0.448,-0.44,-5.8,-5.4
-8.3564e+00,-0.448,-0.464,-5.8,-6
-8.3487e+00,-0.448,-0.44,-5.8,-5.4
-8.3410e+00,-0.448,-0.464,-5.8,-6
-8.3333e+00,-0.448,-0.44,-5.8,-5.6
-8.3257e+00,-0.456,-0.464,-5.8,-6
-8.3180e+00,-0.456,-0.44,-5.8,-5.6
-8.3103e+00,-0.456,-0.464,-5.8,-6
-8.3026e+00,-0.456,-0.44,-5.8,-5.6
-8.2949e+00,-0.456,-0.464,-5.8,-6
-8.2873e+00,-0.456,-0.44,-5.8,-5.6
-8.2796e+00,-0.456,-0.464,-5.8,-6
-8.2719e+00,-0.456,-0.44,-5.8,-5.6
-8.2642e+00,-0.456,-0.464,-5.8,-6
-8.2565e+00,-0.456,-0.44,-5.8,-5.6
-8.2488e+00,-0.456,-0.464,-5.8,-6
-8.2412e+00,-0.456,-0.448,-5.8,-5.6
-8.2335e+00,-0.456,-0.464,-5.8,-6
-8.2258e+00,-0.456,-0.448,-5.8,-5.6
-8.2181e+00,-0.456,-0.464,-5.8,-6
-8.2104e+00,-0.456,-0.448,-5.8,-5.6
-8.2028e+00,-0.456,-0.464,-5.8,-6.2
-8.1951e+00,-0.456,-0.448,-5.8,-5.6
-8.1874e+00,-0.456,-0.464,-5.8,-6.2
-8.1797e+00,-0.456,-0.448,-5.8,-5.6
-8.1720e+00,-0.456,-0.464,-5.8,-6.2
-8.1644e+00,-0.456,-0.448,-5.8,-5.6
-8.1567e+00,-0.456,-0.464,-5.8,-6.2
-8.1490e+00,-0.456,-0.448,-6,-5.6
-8.1413e+00,-0.456,-0.472,-6,-6.2
-8.1336e+00,-0.456,-0.44,-6,-5.6
-8.1260e+00,-0.456,-0.472,-6,-6.2
-8.1183e+00,-0.456,-0.448,-6,-5.6
-8.1106e+00,-0.456,-0.472,-6,-6.2
-8.1029e+00,-0.456,-0.448,-6,-5.8
-8.0952e+00,-0.456,-0.472,-6,-6.2
-8.0876e+00,-0.456,-0.448,-6,-5.8
-8.0799e+00,-0.456,-0.472,-6,-6.2
-8.0722e+00,-0.464,-0.448,-6,-5.8
-8.0645e+00,-0.464,-0.472,-6,-6.2
-8.0568e+00,-0.464,-0.448,-6,-5.8
-8.0492e+00,-0.464,-0.472,-6,-6.2
-8.0415e+00,-0.464,-0.448,-6,-5.8
-8.0338e+00,-0.464,-0.472,-6,-6.2
-8.0261e+00,-0.464,-0.448,-6,-5.8
-8.0184e+00,-0.464,-0.472,-6,-6.4
-8.0108e+00,-0.464,-0.448,-6,-5.8
-8.0031e+00,-0.464,-0.472,-6,-6.4
-7.9954e+00,-0.464,-0.456,-6,-5.8
-7.9877e+00,-0.464,-0.472,-6,-6.4
-7.9800e+00,-0.464,-0.448,-6,-5.8
-7.9724e+00,-0.464,-0.48,-6,-6.4
-7.9647e+00,-0.464,-0.448,-6,-5.8
-7.9570e+00,-0.464,-0.472,-6.2,-6.4
-7.9493e+00,-0.464,-0.456,-6.2,-5.8
-7.9416e+00,-0.464,-0.472,-6.2,-6.4
-7.9339e+00,-0.464,-0.456,-6.2,-5.8
-7.9263e+00,-0.464,-0.472,-6.2,-6.4
-7.9186e+00,-0.464,-0.456,-6.2,-5.8
-7.9109e+00,-0.464,-0.472,-6.2,-6.4
-7.9032e+00,-0.464,-0.456,-6.2,-5.8
-7.8955e+00,-0.464,-0.48,-6.2,-6.4
-7.8879e+00,-0.464,-0.456,-6.2,-6
-7.8802e+00,-0.464,-0.472,-6.2,-6.4
-7.8725e+00,-0.464,-0.456,-6.2,-6
-7.8648e+00,-0.464,-0.48,-6.2,-6.4
-7.8571e+00,-0.464,-0.456,-6.2,-6
-7.8495e+00,-0.464,-0.48,-6.2,-6.4
-7.8418e+00,-0.464,-0.456,-6.2,-6
-7.8341e+00,-0.464,-0.48,-6.2,-6.4
-7.8264e+00,-0.472,-0.448,-6.2,-6
-7.8187e+00,-0.472,-0.48,-6.2,-6.4
-7.8111e+00,-0.472,-0.456,-6.2,-6
-7.8034e+00,-0.472,-0.488,-6.2,-6.6
-7.7957e+00,-0.472,-0.456,-6.2,-6
-7.7880e+00,-0.472,-0.48,-6.2,-6.6
-7.7803e+00,-0.472,-0.456,-6.2,-6
-7.7727e+00,-0.472,-0.48,-6.2,-6.6
-7.7650e+00,-0.472,-0.464,-6.4,-6
-7.7573e+00,-0.472,-0.48,-6.4,-6.6
-7.7496e+00,-0.472,-0.456,-6.4,-6
-7.7419e+00,-0.472,-0.48,-6.4,-6.6
-7.7343e+00,-0.472,-0.464,-6.4,-6
-7.7266e+00,-0.472,-0.48,-6.4,-6.6
-7.7189e+00,-0.472,-0.464,-6.4,-6
-7.7112e+00,-0.472,-0.48,-6.4,-6.6
-7.7035e+00,-0.472,-0.464,-6.4,-6.2
-7.6959e+00,-0.472,-0.48,-6.4,-6.6
-7.6882e+00,-0.472,-0.464,-6.4,-6.2
-7.6805e+00,-0.472,-0.48,-6.4,-6.6
-7.6728e+00,-0.472,-0.464,-6.4,-6.2
-7.6651e+00,-0.472,-0.48,-6.4,-6.6
-7.6575e+00,-0.472,-0.456,-6.4,-6.2
-7.6498e+00,-0.472,-0.488,-6.4,-6.6
-7.6421e+00,-0.472,-0.464,-6.4,-6.2
-7.6344e+00,-0.472,-0.48,-6.4,-6.8
-7.6267e+00,-0.472,-0.464,-6.4,-6.2
-7.6190e+00,-0.472,-0.488,-6.4,-6.8
-7.6114e+00,-0.472,-0.464,-6.4,-6.2
-7.6037e+00,-0.472,-0.488,-6.4,-6.8
-7.5960e+00,-0.472,-0.464,-6.4,-6.2
-7.5883e+00,-0.472,-0.488,-6.4,-6.8
-7.5806e+00,-0.472,-0.464,-6.4,-6.2
-7.5730e+00,-0.48,-0.488,-6.6,-6.8
-7.5653e+00,-0.48,-0.464,-6.6,-6.2
-7.5576e+00,-0.48,-0.488,-6.6,-6.8
-7.5499e+00,-0.48,-0.464,-6.6,-6.2
-7.5422e+00,-0.48,-0.488,-6.6,-6.8
-7.5346e+00,-0.48,-0.464,-6.6,-6.2
-7.5269e+00,-0.48,-0.488,-6.6,-6.8
-7.5192e+00,-0.48,-0.464,-6.6,-6.2
-7.5115e+00,-0.48,-0.488,-6.6,-6.8
-7.5038e+00,-0.48,-0.464,-6.6,-6.4
-7.4962e+00,-0.48,-0.496,-6.6,-6.8
-7.4885e+00,-0.48,-0.464,-6.6,-6.4
-7.4808e+00,-0.48,-0.488,-6.6,-6.8
-7.4731e+00,-0.48,-0.464,-6.6,-6.4
-7.4654e+00,-0.48,-0.488,-6.6,-6.8
-7.4578e+00,-0.48,-0.472,-6.6,-6.4
-7.4501e+00,-0.48,-0.496,-6.6,-6.8
-7.4424e+00,-0.48,-0.472,-6.6,-6.4
-7.4347e+00,-0.48,-0.488,-6.6,-6.8
-7.4270e+00,-0.48,-0.472,-6.6,-6.4
-7.4194e+00,-0.48,-0.488,-6.6,-7
-7.4117e+00,-0.48,-0.472,-6.6,-6.4
-7.4040e+00,-0.48,-0.496,-6.6,-7
-7.3963e+00,-0.48,-0.472,-6.6,-6.4
-7.3886e+00,-0.48,-0.496,-6.6,-7
-7.3810e+00,-0.48,-0.472,-6.8,-6.4
-7.3733e+00,-0.48,-0.496,-6.8,-7
-7.3656e+00,-0.48,-0.472,-6.8,-6.4
-7.3579e+00,-0.48,-0.496,-6.8,-7
-7.3502e+00,-0.48,-0.472,-6.8,-6.4
-7.3425e+00,-0.48,-0.496,-6.8,-7
-7.3349e+00,-0.48,-0.472,-6.8,-6.6
-7.3272e+00,-0.48,-0.496,-6.8,-7
-7.3195e+00,-0.48,-0.472,-6.8,-6.6
-7.3118e+00,-0.488,-0.496,-6.8,-7
-7.3041e+00,-0.488,-0.472,-6.8,-6.6
-7.2965e+00,-0.488,-0.496,-6.8,-7
-7.2888e+00,-0.488,-0.472,-6.8,-6.6
-7.2811e+00,-0.488,-0.496,-6.8,-7
-7.2734e+00,-0.488,-0.472,-6.8,-6.6
-7.2657e+00,-0.488,-0.496,-6.8,-7
-7.2581e+00,-0.488,-0.472,-6.8,-6.6
-7.2504e+00,-0.488,-0.496,-6.8,-7
-7.2427e+00,-0.488,-0.48,-6.8,-6.6
-7.2350e+00,-0.488,-0.496,-6.8,-7
-7.2273e+00,-0.488,-0.48,-6.8,-6.6
-7.2197e+00,-0.488,-0.496,-6.8,-7
-7.2120e+00,-0.488,-0.48,-6.8,-6.6
-7.2043e+00,-0.488,-0.496,-6.8,-7.2
-7.1966e+00,-0.488,-0.472,-6.8,-6.6
-7.1889e+00,-0.488,-0.496,-6.8,-7.2
-7.1813e+00,-0.488,-0.472,-7,-6.6
-7.1736e+00,-0.488,-0.504,-7,-7.2
-7.1659e+00,-0.488,-0.48,-7,-6.6
-7.1582e+00,-0.488,-0.504,-7,-7.2
-7.1505e+00,-0.488,-0.48,-7,-6.6
-7.1429e+00,-0.488,-0.504,-7,-7.2
-7.1352e+00,-0.488,-0.48,-7,-6.8
-7.1275e+00,-0.488,-0.504,-7,-7.2
-7.1198e+00,-0.488,-0.48,-7,-6.8
-7.1121e+00,-0.488,-0.504,-7,-7.2
-7.1045e+00,-0.488,-0.48,-7,-6.8
-7.0968e+00,-0.488,-0.504,-7,-7.2
-7.0891e+00,-0.488,-0.48,-7,-6.8
-7.0814e+00,-0.488,-0.504,-7,-7.2
-7.0737e+00,-0.488,-0.48,-7,-6.8
-7.0661e+00,-0.488,-0.504,-7,-7.2
-7.0584e+00,-0.496,-0.48,-7,-6.8
-7.0507e+00,-0.496,-0.504,-7,-7.4
-7.0430e+00,-0.496,-0.48,-7,-6.8
-7.0353e+00,-0.496,-0.504,-7,-7.2
-7.0276e+00,-0.496,-0.48,-7,-6.8
-7.0200e+00,-0.496,-0.504,-7,-7.4
-7.0123e+00,-0.496,-0.48,-7,-6.8
-7.0046e+00,-0.496,-0.504,-7,-7.4
-6.9969e+00,-0.496,-0.48,-7.2,-6.8
-6.9892e+00,-0.496,-0.504,-7.2,-7.4
-6.9816e+00,-0.496,-0.48,-7.2,-6.8
-6.9739e+00,-0.496,-0.504,-7.2,-7.4
-6.9662e+00,-0.496,-0.488,-7.2,-6.8
-6.9585e+00,-0.496,-0.504,-7.2,-7.4
-6.9508e+00,-0.496,-0.488,-7.2,-6.8
-6.9432e+00,-0.496,-0.504,-7.2,-7.4
-6.9355e+00,-0.496,-0.488,-7.2,-6.8
-6.9278e+00,-0.496,-0.504,-7.2,-7.4
-6.9201e+00,-0.496,-0.488,-7.2,-7
-6.9124e+00,-0.496,-0.504,-7.2,-7.4
-6.9048e+00,-0.496,-0.488,-7.2,-7
-6.8971e+00,-0.496,-0.504,-7.2,-7.4
-6.8894e+00,-0.496,-0.488,-7.2,-7
-6.8817e+00,-0.496,-0.512,-7.2,-7.4
-6.8740e+00,-0.496,-0.488,-7.2,-7
-6.8664e+00,-0.496,-0.512,-7.2,-7.4
-6.8587e+00,-0.496,-0.488,-7.2,-7
-6.8510e+00,-0.496,-0.512,-7.2,-7.4
-6.8433e+00,-0.496,-0.488,-7.2,-7
-6.8356e+00,-0.496,-0.512,-7.2,-7.4
-6.8280e+00,-0.496,-0.488,-7.2,-7
-6.8203e+00,-0.496,-0.512,-7.2,-7.6
-6.8126e+00,-0.504,-0.488,-7.2,-7
-6.8049e+00,-0.504,-0.512,-7.4,-7.6
-6.7972e+00,-0.504,-0.488,-7.4,-7
-6.7896e+00,-0.504,-0.512,-7.4,-7.6
-6.7819e+00,-0.504,-0.488,-7.4,-7
-6.7742e+00,-0.504,-0.512,-7.4,-7.6
-6.7665e+00,-0.504,-0.488,-7.4,-7.2
-6.7588e+00,-0.504,-0.512,-7.4,-7.6
-6.7512e+00,-0.504,-0.488,-7.4,-7.2
-6.7435e+00,-0.504,-0.512,-7.4,-7.6
-6.7358e+00,-0.504,-0.488,-7.4,-7.2
-6.7281e+00,-0.504,-0.512,-7.4,-7.6
-6.7204e+00,-0.504,-0.488,-7.4,-7.2
-6.7127e+00,-0.504,-0.512,-7.4,-7.6
-6.7051e+00,-0.504,-0.488,-7.4,-7.2
-6.6974e+00,-0.504,-0.512,-7.4,-7.6
-6.6897e+00,-0.504,-0.488,-7.4,-7.2
-6.6820e+00,-0.504,-0.52,-7.4,-7.6
-6.6743e+00,-0.504,-0.496,-7.4,-7.2
-6.6667e+00,-0.504,-0.512,-7.4,-7.6
-6.6590e+00,-0.504,-0.496,-7.4,-7.2
-6.6513e+00,-0.504,-0.52,-7.4,-7.6
-6.6436e+00,-0.504,-0.496,-7.4,-7.2
-6.6359e+00,-0.504,-0.52,-7.4,-7.8
-6.6283e+00,-0.504,-0.496,-7.4,-7.2
-6.6206e+00,-0.504,-0.52,-7.4,-7.8
-6.6129e+00,-0.504,-0.496,-7.4,-7.2
-6.6052e+00,-0.504,-0.52,-7.6,-7.8
-6.5975e+00,-0.504,-0.496,-7.6,-7.2
-6.5899e+00,-0.504,-0.52,-7.6,-7.8
-6.5822e+00,-0.504,-0.496,-7.6,-7.4
-6.5745e+00,-0.504,-0.52,-7.6,-7.8
-6.5668e+00,-0.512,-0.496,-7.6,-7.4
-6.5591e+00,-0.512,-0.52,-7.6,-7.8
-6.5515e+00,-0.512,-0.496,-7.6,-7.4
-6.5438e+00,-0.512,-0.52,-7.6,-7.8
-6.5361e+00,-0.512,-0.496,-7.6,-7.4
-6.5284e+00,-0.512,-0.52,-7.6,-7.8
-6.5207e+00,-0.512,-0.496,-7.6,-7.4
-6.5131e+00,-0.512,-0.52,-7.6,-7.8
-6.5054e+00,-0.512,-0.496,-7.6,-7.4
-6.4977e+00,-0.512,-0.52,-7.6,-7.8
-6.4900e+00,-0.512,-0.504,-7.6,-7.4
-6.4823e+00,-0.512,-0.52,-7.6,-7.8
-6.4747e+00,-0.512,-0.504,-7.6,-7.4
-6.4670e+00,-0.512,-0.52,-7.6,-7.8
-6.4593e+00,-0.512,-0.504,-7.6,-7.4
-6.4516e+00,-0.512,-0.52,-7.6,-7.8
-6.4439e+00,-0.512,-0.504,-7.6,-7.4
-6.4363e+00,-0.512,-0.52,-7.6,-8
-6.4286e+00,-0.512,-0.504,-7.6,-7.4
-6.4209e+00,-0.512,-0.52,-7.6,-8
-6.4132e+00,-0.512,-0.504,-7.6,-7.4
-6.4055e+00,-0.512,-0.52,-7.6,-8
-6.3978e+00,-0.512,-0.504,-7.8,-7.4
-6.3902e+00,-0.512,-0.528,-7.8,-8
-6.3825e+00,-0.512,-0.504,-7.8,-7.4
-6.3748e+00,-0.512,-0.528,-7.8,-8
-6.3671e+00,-0.512,-0.504,-7.8,-7.6
-6.3594e+00,-0.512,-0.528,-7.8,-8
-6.3518e+00,-0.512,-0.504,-7.8,-7.6
-6.3441e+00,-0.512,-0.528,-7.8,-8
-6.3364e+00,-0.512,-0.504,-7.8,-7.6
-6.3287e+00,-0.512,-0.528,-7.8,-8
-6.3210e+00,-0.512,-0.504,-7.8,-7.6
-6.3134e+00,-0.512,-0.528,-7.8,-8
-6.3057e+00,-0.52,-0.504,-7.8,-7.6
-6.2980e+00,-0.52,-0.528,-7.8,-8
-6.2903e+00,-0.52,-0.504,-7.8,-7.6
-6.2826e+00,-0.52,-0.528,-7.8,-8
-6.2750e+00,-0.52,-0.504,-7.8,-7.6
-6.2673e+00,-0.52,-0.528,-7.8,-8
-6.2596e+00,-0.52,-0.504,-7.8,-7.6
-6.2519e+00,-0.52,-0.528,-7.8,-8
-6.2442e+00,-0.52,-0.512,-7.8,-7.6
-6.2366e+00,-0.52,-0.528,-7.8,-8.2
-6.2289e+00,-0.52,-0.504,-7.8,-7.6
-6.2212e+00,-0.52,-0.528,-7.8,-8.2
